CMDLINE python main.py
MEM 466.089844 1726230300.4786
MEM 466.550781 1726230300.5789
MEM 466.550781 1726230300.6792
MEM 466.550781 1726230300.7795
MEM 466.550781 1726230300.8798
MEM 466.550781 1726230300.9800
MEM 466.550781 1726230301.0803
MEM 466.550781 1726230301.1806
MEM 466.550781 1726230301.2809
MEM 466.550781 1726230301.3812
MEM 466.550781 1726230301.4814
MEM 467.015625 1726230301.5817
MEM 467.015625 1726230301.6820
MEM 467.015625 1726230301.7822
MEM 467.015625 1726230301.8824
MEM 467.015625 1726230301.9826
MEM 467.015625 1726230302.0829
MEM 467.015625 1726230302.1831
MEM 467.015625 1726230302.2834
MEM 467.015625 1726230302.3837
MEM 467.015625 1726230302.4839
MEM 467.484375 1726230302.5842
MEM 467.484375 1726230302.6845
MEM 467.484375 1726230302.7847
MEM 467.484375 1726230302.8849
MEM 467.484375 1726230302.9852
MEM 467.484375 1726230303.0855
MEM 467.484375 1726230303.1858
MEM 467.484375 1726230303.2861
MEM 467.484375 1726230303.3863
MEM 467.484375 1726230303.4866
MEM 467.960938 1726230303.5869
MEM 467.960938 1726230303.6872
MEM 467.960938 1726230303.7874
MEM 467.960938 1726230303.8877
MEM 467.960938 1726230303.9879
MEM 467.960938 1726230304.0882
MEM 467.960938 1726230304.1885
MEM 467.960938 1726230304.2887
MEM 467.960938 1726230304.3890
MEM 467.960938 1726230304.4893
MEM 468.500000 1726230304.5896
MEM 468.500000 1726230304.6899
MEM 468.500000 1726230304.7901
MEM 468.500000 1726230304.8904
MEM 468.500000 1726230304.9910
MEM 468.500000 1726230305.0913
MEM 468.500000 1726230305.1916
MEM 468.500000 1726230305.2919
MEM 468.500000 1726230305.3922
MEM 468.500000 1726230305.4924
MEM 468.429688 1726230305.5927
MEM 468.429688 1726230305.6930
MEM 468.429688 1726230305.7932
MEM 468.429688 1726230305.8934
MEM 468.429688 1726230305.9937
MEM 468.429688 1726230306.0940
MEM 468.429688 1726230306.1943
MEM 468.429688 1726230306.2945
MEM 468.429688 1726230306.3948
MEM 468.429688 1726230306.4950
MEM 468.625000 1726230306.5953
MEM 468.625000 1726230306.6955
MEM 468.625000 1726230306.7958
MEM 468.625000 1726230306.8960
MEM 468.625000 1726230306.9963
MEM 468.625000 1726230307.0966
MEM 468.625000 1726230307.1968
MEM 468.625000 1726230307.2971
MEM 468.625000 1726230307.3973
MEM 468.625000 1726230307.4976
MEM 468.812500 1726230307.5979
MEM 468.812500 1726230307.6981
MEM 468.812500 1726230307.7983
MEM 468.812500 1726230307.8986
MEM 468.812500 1726230307.9988
MEM 468.812500 1726230308.0991
MEM 468.812500 1726230308.1994
MEM 468.812500 1726230308.2997
MEM 468.812500 1726230308.4000
MEM 468.812500 1726230308.5003
MEM 469.277344 1726230308.6006
MEM 469.277344 1726230308.7008
MEM 469.277344 1726230308.8010
MEM 469.277344 1726230308.9013
MEM 469.277344 1726230309.0016
MEM 469.277344 1726230309.1018
MEM 469.277344 1726230309.2021
MEM 469.277344 1726230309.3024
MEM 469.277344 1726230309.4027
MEM 469.277344 1726230309.5029
MEM 469.750000 1726230309.6032
MEM 469.750000 1726230309.7036
MEM 469.750000 1726230309.8039
MEM 469.750000 1726230309.9042
MEM 469.750000 1726230310.0044
MEM 469.750000 1726230310.1047
MEM 469.750000 1726230310.2050
MEM 469.750000 1726230310.3053
MEM 469.750000 1726230310.4056
MEM 469.750000 1726230310.5059
MEM 470.214844 1726230310.6062
MEM 470.214844 1726230310.7065
MEM 470.214844 1726230310.8067
MEM 470.214844 1726230310.9069
MEM 470.214844 1726230311.0072
MEM 470.214844 1726230311.1075
MEM 470.214844 1726230311.2078
MEM 470.214844 1726230311.3081
MEM 470.214844 1726230311.4084
MEM 470.214844 1726230311.5087
MEM 470.687500 1726230311.6090
MEM 470.687500 1726230311.7092
MEM 470.687500 1726230311.8095
MEM 470.687500 1726230311.9097
MEM 470.687500 1726230312.0100
MEM 470.687500 1726230312.1102
MEM 470.687500 1726230312.2105
MEM 470.687500 1726230312.3107
MEM 470.687500 1726230312.4112
MEM 470.687500 1726230312.5115
MEM 471.253906 1726230312.6118
MEM 471.253906 1726230312.7121
MEM 471.253906 1726230312.8123
MEM 471.253906 1726230312.9126
MEM 471.253906 1726230313.0129
MEM 471.253906 1726230313.1132
MEM 471.253906 1726230313.2135
MEM 471.253906 1726230313.3138
MEM 471.253906 1726230313.4141
MEM 471.253906 1726230313.5144
MEM 471.304688 1726230313.6148
MEM 471.304688 1726230313.7151
MEM 471.304688 1726230313.8154
MEM 471.304688 1726230313.9158
MEM 471.304688 1726230314.0161
MEM 471.304688 1726230314.1164
MEM 471.304688 1726230314.2167
MEM 471.304688 1726230314.3170
MEM 471.304688 1726230314.4173
MEM 471.304688 1726230314.5176
MEM 471.296875 1726230314.6179
MEM 471.296875 1726230314.7182
MEM 471.296875 1726230314.8185
MEM 471.296875 1726230314.9189
MEM 471.296875 1726230315.0192
MEM 471.296875 1726230315.1195
MEM 471.296875 1726230315.2198
MEM 471.296875 1726230315.3200
MEM 471.296875 1726230315.4203
